DrugID	TargetID
Dyclonine	6336
Dydrogesterone	5241
Dynorphin	4985
Dynorphin	4986
Dynorphin	4988
Dyphylline	135
Dyphylline	5141
Dyphylline	134
Dyphylline	5142
Dyphylline	5143
Dyphylline	5144
Dyphylline	4907
E-2012	83464
E-2012	51107
E-2012	23385
E-2012	5663
E-2012	55851
E-7820	3673
E5531	7099
ETHYL (1E)-2-PHENYL-N-(SULFOOXY)ETHANIMIDOTHIOATE	3938
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	759
ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE	760
ETHYL 4-[(4-CHLOROPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	4843
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	4846
ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE	4843
EVT 201	2554
EVT 201	2567
EVT 302	4129
Ebselen	2053
Ebselen	213
Ebselen	9682
Ecabet	124056
Ecallantide	3818
Echinacoside	367
Echinacoside	2693
Echothiophate	590
Echothiophate	43
Econazole	3641571
Econazole	8856
Ecopipam	1812
Ecraprost	5731
Eculizumab	727
Edaglitazone	5468
Edaravone	596
Edasalonexent	4790
Edasalonexent	4791
Edasalonexent	5971
Edasalonexent	5970
Edasalonexent	5966
Edonerpic	351
Edotecarin	7150
Edotreotide gallium Ga-68	6751
Edotreotide gallium Ga-68	6753
Edotreotide gallium Ga-68	6752
Edotreotide gallium Ga-68	6755
Edoxaban	2159
Edoxudine	7083
Edrophonium	590
Edrophonium	43
Efalizumab	3683
Efalizumab	3687
Efanesoctocog alfa	2158
Efanesoctocog alfa	2159
Efanesoctocog alfa	4036
Efanesoctocog alfa	3339
Efaproxiral	3040
Efaproxiral	3043
Efatutazone	5468
Efbemalenograstim alfa	1441
Efgartigimod alfa	2217
Efinaconazole	2887532
Efinaconazole	3641571
Eflapegrastim	1441
Eflornithine	4953
Efmoroctocog alfa	7450
Efonidipine	59285
Efonidipine	8911
Efonidipine	27092
Efonidipine	27091
Efonidipine	10369
Efonidipine	59283
Efonidipine	778
Efonidipine	59284
Efonidipine	773
Efonidipine	785
Efonidipine	10368
Efonidipine	786
Efonidipine	8913
Efonidipine	55799
Efonidipine	777
Efonidipine	775
Efonidipine	779
Efonidipine	783
Efonidipine	9254
Efonidipine	784
Efonidipine	781
Efonidipine	782
Efonidipine	774
Efonidipine	776
Efonidipine	8912
Efonidipine	93589
Efpeglenatide	2740
Eftrenonacog alfa	2217
Efzofitimod	8828
Egaptivon pegol	2811
Egaptivon pegol	7450
Elacestrant	2099
Elacridar	5243
Elacytarabine	1633
Elafibranor	5468
Elafibranor	5467
Elafibranor	5465
Elafin	5657
Elafin	1991
Elagolix	2798
Elaidamide	5320
Eldecalcitol	7421
Eldelumab	3627
Elenbecestat	23621
Eletriptan	3351
Eletriptan	3355
Eletriptan	3352
Eletriptan	3350
Elexacaftor	1080
Eliglustat	7357
Elimusertib	545
Elinogrel	64805
Elinzanetant	6869
Elinzanetant	6870
Eliprodil	2902
Eliprodil	2904
Ellagic acid	766
Ellagic acid	5578
Ellagic acid	1457
Ellagic acid	6713
Ellagic acid	768
Ellagic acid	23632
Ellagic acid	3304
Ellagic acid	771
Ellagic acid	11238
Ellagic acid	2932
Ellagic acid	5579
Ellagic acid	763
Ellagic acid	765
Ellagic acid	762
Ellagic acid	5566
Ellagic acid	761
Ellagic acid	759
Ellagic acid	760
Ellagic acid	6850
Ellipticine	7155
Ellipticine	7153
Elobixibat	6555
Elocalcitol	7421
Elotuzumab	57823
Elraglusib	2932
Elranatamab	916
Elranatamab	915
Elranatamab	919
Elranatamab	608
Elranatamab	917
Elsamitrucin	7153
Elsamitrucin	7150
Elsamitrucin	7155
Eltanexor	7514
Eltanolone	2561
Eltanolone	2566
Eltanolone	2554
Eltoprazine	3351
Eltoprazine	3358
Eltoprazine	3350
Eltrombopag	4352
Elubrixin	3579
Eluxadoline	4986
Eluxadoline	4988
Eluxadoline	4985
Emapalumab	3458
Emapunil	706
Emedastine	3269
Emepronium	1133
Emicerfont	1394
Emicizumab	2158
Emicizumab	2159
Emivirine	155348
Emixustat	6121
Emodin	196
Emodin	1457
Emopamil	5243
Empagliflozin	6524
Emricasan	834
Emricasan	836
Emricasan	840
Enadoline	4986
Enalapril	1636
Enalaprilat	1636
Enalaprilat	623
Enalkiren	5972
Enasidenib	3421
Enasidenib	3418
Enasidenib	3420
Enasidenib	3419
Enasidenib	3417
Encainide	6331
Encaleret	846
Encenicline	89832
Enclomiphene	2099
Encorafenib	5602
Encorafenib	5601
Encorafenib	595
Encorafenib	3984
Encorafenib	5894
Encorafenib	6416
Encorafenib	5599
Encorafenib	3985
Encorafenib	673
Encorafenib	27148
Endostatin	4322
Endostatin	6401
Endostatin	5747
Endostatin	4313
Endostatin	4318
Enflurane	2560
Enflurane	3745
Enflurane	2902
Enflurane	3749
Enflurane	8912
Enflurane	7881
Enflurane	2905
Enflurane	10369
Enflurane	782
Enflurane	778
Enflurane	27012
Enflurane	776
Enflurane	774
Enflurane	9992
Enflurane	2566
Enflurane	3748
Enflurane	3738
Enflurane	10008
Enflurane	27032
Enflurane	2564
Enflurane	783
Enflurane	786
Enflurane	116444
Enflurane	10368
Enflurane	3752
Enflurane	3787
Enflurane	3736
Enflurane	3757
Enflurane	23415
Enflurane	777
Enflurane	55879
Enflurane	2903
Enflurane	3756
Enflurane	3739
Enflurane	3744
Enflurane	3741
Enflurane	2904
Enflurane	3785
Enflurane	59284
Enflurane	23416
Enflurane	8514
Enflurane	3786
Enflurane	8913
Enflurane	2906
Enflurane	2559
Enflurane	3737
Enflurane	3753
Enflurane	775
Enflurane	26251
Enflurane	3742
Enflurane	2554
Enflurane	27133
Enflurane	8911
Enflurane	3755
Enflurane	9132
Enflurane	27091
Enflurane	781
Enflurane	27092
Enflurane	93589
Enflurane	779
Enflurane	55799
Enflurane	2565
Enflurane	2563
Enflurane	487
Enflurane	784
Enflurane	9254
Enflurane	3750
Enflurane	56479
Enflurane	3784
Enflurane	2568
Enflurane	90134
Enflurane	3746
Enflurane	9312
Enflurane	3751
Enflurane	23704
Enflurane	2557
Enflurane	59285
Enflurane	785
Enflurane	23630
Enflurane	2741
Enflurane	2562
Enflurane	3754
Enflurane	2556
Enflurane	2561
Enflurane	2555
Enflurane	2558
Enflurane	3790
Enflurane	169522
Enflurane	93107
Enflurane	81033
Enflurane	170850
Enflurane	131096
Enflurane	116443
Enflurane	2567
Enflurane	773
Enflurane	3747
Enflurane	59283
Enfortumab vedotin	81607
Englitazone	5468
Eniluracil	7498
Eniluracil	1806
Eniluracil	316
Enoxacin	7155
Enoxacin	7153
Enoxaparin	2147
Enoxaparin	462
Enoxaparin	2159
Enoximone	5139
Enoxolone	5770
Enprofylline	5141
Enprofylline	5142
Enprofylline	134
Enprofylline	136
Enprofylline	4907
Enprofylline	135
Enprofylline	140
Enrasentan	1909
Enrasentan	1910
Ensartinib	238
Ensifentrine	5141
Ensifentrine	5142
Ensifentrine	5143
Ensifentrine	5144
Ensifentrine	5140
Ensifentrine	5139
Entacapone	1312
Entinostat	10013
Entinostat	83933
Entinostat	79885
Entinostat	10014
Entinostat	55869
Entinostat	9734
Entinostat	9759
Entinostat	3066
Entinostat	51564
Entinostat	8841
Entinostat	3065
Entospletinib	6850
Entrectinib	4915
Entrectinib	4916
Entrectinib	10188
Entrectinib	6098
Entrectinib	4914
Entrectinib	3717
Entrectinib	238
Envafolimab	29126
Enzacamene	367
Enzacamene	2100
Enzacamene	5241
Enzacamene	2099
Enzalutamide	367
Enzalutamide d3	367
Enzastaurin	11200
Enzastaurin	207
Enzastaurin	5579
Enzastaurin	6790
Enzastaurin	5295
Enzastaurin	5294
Enzastaurin	1111
Enzastaurin	9212
Enzastaurin	65061
Epacadostat	3620
Epalrestat	231
Epanolol	155
Epcoritamab	931
Epcoritamab	916
Epelsiban	5021
Ephedra sinica root	6532
Ephedra sinica root	4129
Ephedra sinica root	155
Ephedra sinica root	6531
Ephedra sinica root	6570
Ephedra sinica root	6530
Ephedra sinica root	150
Ephedra sinica root	153
Ephedra sinica root	6571
Ephedra sinica root	154
Ephedra sinica root	152
Ephedra sinica root	4128
Ephedra sinica root	151
Ephedrine	6530
Ephedrine	1813
Ephedrine	154
Ephedrine	153
Ephedrine	148
Epibatidine	1136
Epibatidine	1135
Epibatidine	1137
Epibatidine	1143
Epibatidine	1141
Epibatidine	89832
Epicaptopril	1636
Epicatechin	5742
Epicept NP-1	147
Epicept NP-1	150
Epicept NP-1	151
Epicept NP-1	4987
Epicept NP-1	4988
Epicept NP-1	3269
Epicept NP-1	3358
Epicept NP-1	148
Epicept NP-1	152
Epicept NP-1	146
Epicept NP-1	3356
Epicept NP-1	3357
Epicriptine	1814
Epicriptine	1816
Epicriptine	1815
Epicriptine	1812
Epicriptine	1813
Epigallocatechin gallate	196
Epigallocatechin gallate	1991
Epigallocatechin gallate	2194
Epigallocatechin gallate	6713
Epigallocatechin gallate	4323
Epigallocatechin gallate	1786
Epigallocatechin gallate	7052
Epigallocatechin gallate	4313
Epigallocatechin gallate	6774
Epigallocatechin gallate	200895
Epinastine	3356
Epinastine	3269
Epinastine	148
Epinastine	3363
Epinastine	3274
Epinastine	150
Epinephrine	150
Epinephrine	153
Epinephrine	146
Epinephrine	151
Epinephrine	154
Epinephrine	7124
Epinephrine	147
Epinephrine	148
Epirubicin	7155
Epirubicin	7153
Epitalon	7015
Epitestosterone	1646
Epitestosterone	1645
Eplerenone	4306
Eplivanserin	3358
Eplivanserin	3356
Epofolate	2348
Epoprostenol	5740
Epoprostenol	5739
Epoprostenol	64805
Epothilone D	10382
Epothilone D	81027
Epothilone D	113457
Epothilone D	10376
Epothilone D	7277
Epothilone D	203068
Epothilone D	10381
Epothilone D	7846
Epothilone D	84790
Epothilone D	51807
Epothilone D	7278
Epothilone D	10383
Epratuzumab	933
Eprenetapopt	7157
Eprosartan	185
Eprotirome	7068
Eprotirome	7067
Eptifibatide	3690
Eptifibatide	3674
Eptifibatide	774
Eptinezumab	797
Eptinezumab	796
Equilin	3292
Equilin	2099
Equol	2100
Equol	6462
Eravacycline	947793
Erbumine	6790
Erdafitinib	2264
Erdafitinib	5156
Erdafitinib	3815
Erdafitinib	2260
Erdafitinib	5979
Erdafitinib	3791
Erdafitinib	2263
Erdafitinib	1436
Erdafitinib	2261
Erdafitinib	5159
Erdosteine	1990
Erenumab	10203
Ergocalciferol	27091
Ergocalciferol	776
Ergocalciferol	782
Ergocalciferol	59284
Ergocalciferol	781
Ergocalciferol	93589
Ergocalciferol	774
Ergocalciferol	777
Ergocalciferol	775
Ergocalciferol	779
Ergocalciferol	8913
Ergocalciferol	786
Ergocalciferol	9254
Ergocalciferol	783
Ergocalciferol	778
Ergocalciferol	773
Ergocalciferol	10368
Ergocalciferol	10369
Ergocalciferol	785
Ergocalciferol	27092
Ergocalciferol	59285
Ergocalciferol	55799
Ergocalciferol	59283
Ergocalciferol	784
Ergocalciferol	7421
Ergocalciferol	8912
Ergocalciferol	8911
Ergoloid mesylate	3359
Ergoloid mesylate	3363
Ergoloid mesylate	148
Ergoloid mesylate	147
Ergoloid mesylate	3357
Ergoloid mesylate	3362
Ergoloid mesylate	154
Ergoloid mesylate	3352
Ergoloid mesylate	3358
Ergoloid mesylate	1814
Ergoloid mesylate	9177
Ergoloid mesylate	3355
Ergoloid mesylate	285242
Ergoloid mesylate	3360
Ergoloid mesylate	3354
Ergoloid mesylate	3350
Ergoloid mesylate	153
Ergoloid mesylate	170572
Ergoloid mesylate	200909
Ergoloid mesylate	155
Ergoloid mesylate	1813
Ergoloid mesylate	151
Ergoloid mesylate	152
Ergoloid mesylate	150
Ergoloid mesylate	1815
Ergoloid mesylate	1816
Ergoloid mesylate	146
Ergoloid mesylate	3351
Ergoloid mesylate	3356
Ergoloid mesylate	1812
Ergometrine	148
Ergometrine	1813
Ergotamine	1813
Ergotamine	3357
Ergotamine	3350
Ergotamine	3355
Ergotamine	147
Ergotamine	150
Ergotamine	152
Ergotamine	148
Ergotamine	1816
Ergotamine	146
Ergotamine	3352
Ergotamine	3351
Ergotamine	3356
Ergotamine	3358
Ergotamine	1812
Eribaxaban	2159
Eribulin	596
Eribulin	81027
Eritoran	7099
Erlotinib	1956
Erlotinib	8856
Ertapenem	945455
Ertapenem	944799
Ertapenem	944843
Ertapenem	947907
Ertapenem	945240
Ertapenem	947693
Erteberel	2100
Erteberel	2099
Ertiprotafib	5770
Ertiprotafib	5468
Ertiprotafib	5465
Ertiprotafib	3551
Ertugliflozin	6524
Erythrityl tetranitrate	4881
Erythrityl tetranitrate	4882
Erythromycin	2862
Erythromycin	3757
Erythropoietin	2057
Escitalopram	152
Escitalopram	1813
Escitalopram	151
Escitalopram	1128
Escitalopram	148
Escitalopram	147
Escitalopram	150
Escitalopram	3269
Escitalopram	6530
Escitalopram	6531
Escitalopram	146
Escitalopram	3350
Escitalopram	3358
Escitalopram	3356
Escitalopram	6532
Esculin	367
Esflurbiprofen	83464
Esflurbiprofen	5663
Esflurbiprofen	55851
Esflurbiprofen	51107
Esflurbiprofen	23385
Esflurbiprofen	5664
Esflurbiprofen	5743
Esflurbiprofen	5742
Esketamine	116444
Esketamine	2906
Esketamine	2902
Esketamine	1938
Esketamine	627
Esketamine	116443
Esketamine	4915
Esketamine	2905
Esketamine	2904
Esketamine	2903
Eslicarbazepine	11280
Eslicarbazepine	5025
Eslicarbazepine acetate	5025
Esmirtazapine	3357
Esmirtazapine	3358
Esmirtazapine	150
Esmirtazapine	3269
Esmirtazapine	3356
Esmirtazapine	151
Esmirtazapine	152
Esmolol	153
Esomeprazole	496
Esomeprazole	495
Esomeprazole	23576
Esreboxetine	6530
Estazolam	55879
Estazolam	2557
Estazolam	2558
Estazolam	2554
Estazolam	2563
Estazolam	2568
Estazolam	2565
Estazolam	2560
Estazolam	2561
Estazolam	2567
Estazolam	706
Estazolam	2564
Estazolam	2562
Estazolam	2555
Estazolam	2556
Estazolam	2566
Estazolam	2559
Estetrol	2100
Estetrol	2099
Estradiol	2099
Estradiol	8856
Estradiol	4508
Estradiol	1137
Estradiol	2852
Estradiol	2100
Estradiol	8678
Estradiol acetate	10499
Estradiol acetate	4508
Estradiol acetate	2852
Estradiol acetate	2100
Estradiol acetate	8856
Estradiol acetate	2099
Estradiol acetate	2104
Estradiol acetate	1137
Estradiol acetate	3294
Estradiol acetate	8678
Estradiol benzoate	2104
Estradiol benzoate	3294
Estradiol benzoate	8856
Estradiol benzoate	4508
Estradiol benzoate	2099
Estradiol benzoate	1137
Estradiol benzoate	8678
Estradiol benzoate	10499
Estradiol benzoate	2852
Estradiol benzoate	2100
Estradiol cypionate	2104
Estradiol cypionate	1137
Estradiol cypionate	10499
Estradiol cypionate	2100
Estradiol cypionate	3294
Estradiol cypionate	2099
Estradiol cypionate	4508
Estradiol cypionate	8856
Estradiol cypionate	8678
Estradiol cypionate	2852
Estradiol dienanthate	8856
Estradiol dienanthate	2852
Estradiol dienanthate	2099
Estradiol dienanthate	3294
Estradiol dienanthate	4508
Estradiol dienanthate	10499
Estradiol dienanthate	8678
Estradiol dienanthate	2104
Estradiol dienanthate	1137
Estradiol dienanthate	2100
Estradiol sulfamate	412
Estradiol valerate	8856
Estradiol valerate	4508
Estradiol valerate	2099
Estradiol valerate	3294
Estradiol valerate	2104
Estradiol valerate	8678
Estradiol valerate	10499
Estradiol valerate	2100
Estradiol valerate	2852
Estradiol valerate	1137
Estramustine	2099
Estramustine	2100
Estramustine	4133
Estramustine	4130
Estriol	6462
Estriol	2100
Estriol	2099
Estriol tripropionate	6462
Estriol tripropionate	2100
Estriol tripropionate	2099
Estrone	367
Estrone	2099
Estrone	6462
Estrone	1588
Estrone	2100
Estrone sulfate	2099
Estrone sulfate	2100
Esuberaprost	5739
Eszopiclone	2559
Eszopiclone	2556
Eszopiclone	2555
Eszopiclone	2561
Eszopiclone	2562
Eszopiclone	2557
Eszopiclone	2564
Eszopiclone	2566
Eszopiclone	2563
Eszopiclone	2568
Eszopiclone	2567
Eszopiclone	706
Eszopiclone	55879
Eszopiclone	2560
Eszopiclone	2554
Eszopiclone	2558
Eszopiclone	2565
Etacrynic acid	476
Etacrynic acid	51176
Etacrynic acid	6557
Etacrynic acid	2950
Etafedrine	154
Etalocib	1241
Etamicastat	1621
Etanercept	712
Etanercept	2212
Etanercept	4049
Etanercept	7124
Etanercept	713
Etanercept	2214
Etanercept	2215
Etanercept	2209
Etanercept	9103
Etanercept	2213
Etanercept	714
Etelcalcetide	846
Etesevimab	43740568
Ethambutol	886126
Ethambutol	886123
Ethambutol	886112
Ethanesulfonic acid	5473
Ethanol	2891
Ethanol	2892
Ethanol	55879
Ethanol	2890
Ethanol	1137
Ethanol	2567
Ethanol	200909
Ethanol	2565
Ethanol	10369
Ethanol	116443
Ethanol	131
Ethanol	3359
Ethanol	89832
Ethanol	285242
Ethanol	1136
Ethanol	57053
Ethanol	782
Ethanol	2559
Ethanol	8973
Ethanol	1135
Ethanol	3177
Ethanol	775
Ethanol	2893
Ethanol	2557
Ethanol	776
Ethanol	2556
Ethanol	3763
Ethanol	3897
Ethanol	2030
Ethanol	2560
Ethanol	7412
Ethanol	43
Ethanol	9177
Ethanol	2563
Ethanol	1141
Ethanol	2554
Ethanol	2562
Ethanol	170572
Ethanol	1138
Ethanol	1143
Ethanol	3762
Ethanol	2741
Ethanol	2558
Ethanol	3765
Ethanol	3760
Ethanol	2742
Ethanol	55584
Ethanol	779
Ethanol	2568
Ethanol	1142
Ethanol	786
Ethanol	2564
Ethanol	2561
Ethanol	2555
Ethanolamine	306
Ethanolamine oleate	2161
Ethchlorvynol	2561
Ethchlorvynol	2566
Ethchlorvynol	2560
Ethchlorvynol	55879
Ethchlorvynol	2567
Ethchlorvynol	2556
Ethchlorvynol	2565
Ethchlorvynol	2555
Ethchlorvynol	2563
Ethchlorvynol	2557
Ethchlorvynol	2559
Ethchlorvynol	2558
Ethchlorvynol	2554
Ethchlorvynol	2562
Ethchlorvynol	2564
Ethchlorvynol	2568
Etheno-NAD	683
Etheno-NAD	3939
Etheno-Nadp	683
Ethinamate	759
Ethinamate	760
Ethinylestradiol	2099
Ethinylestradiol	8856
Ethionamide	885638
Ethionamide	886523
Ethionamide	4780
Ethosuximide	8913
Ethotoin	6331
Ethotoin	8856
Ethoxzolamide	760
Ethoxzolamide	759
Ethoxzolamide	766
Ethoxzolamide	762
Ethoxzolamide	761
Ethyl Isocyanide	4151
Ethyl Oxo(Piperidin-1-Yl)Acetate	5478
Ethyl dihydrogen phosphate	590
Ethyl hydrogen diethylamidophosphate	590
Ethyl loflazepate	55879
Ethyl loflazepate	2567
Ethyl loflazepate	2561
Ethyl loflazepate	2564
Ethyl loflazepate	2557
Ethyl loflazepate	2568
Ethyl loflazepate	2563
Ethyl loflazepate	2559
Ethyl loflazepate	2556
Ethyl loflazepate	2558
Ethyl loflazepate	2566
Ethyl loflazepate	2560
Ethyl loflazepate	2554
Ethyl loflazepate	2562
Ethyl loflazepate	2565
Ethyl loflazepate	2555
Ethyl pyruvate	7124
Ethyl pyruvate	3146
Ethyl-Trimethyl-Silane	24255210
Ethylaminobenzylmethylcarbonyl Group	3647354
Ethylene Dichloride	29273551
Ethylenediamine	947691
Ethylestrenol	367
Ethylmercurithiosalicylic acid	5019
Ethylmorphine	4988
Ethynodiol diacetate	5241
Ethynodiol diacetate	2099
Eticlopride	1813
Etidronic acid	5802
Etidronic acid	523
Etidronic acid	293
Etidronic acid	291
Etidronic acid	292
Etiprednol dicloacetate	3553
Etiprednol dicloacetate	2908
Etizolam	2559
Etizolam	2564
Etizolam	2557
Etizolam	2561
Etizolam	2555
Etizolam	2563
Etizolam	2554
Etizolam	2556
Etizolam	2565
Etizolam	2562
Etizolam	5724
Etizolam	2566
Etizolam	2568
Etizolam	2560
Etizolam	55879
Etizolam	2567
Etizolam	2558
Etodolac	5743
Etodolac	6256
Etodolac	5742
Etomidate	2561
Etomidate	2557
Etomidate	2559
Etomidate	2568
Etomidate	2564
Etomidate	2558
Etomidate	2554
Etomidate	2562
Etomidate	2563
Etomidate	2566
Etomidate	2560
Etomidate	2567
Etomidate	151
Etomidate	55879
Etomidate	2555
Etomidate	2556
Etomidate	2565
Etonitazene	4985
Etonitazene	4986
Etonitazene	4988
Etonogestrel	5241
Etoperidone	150
Etoperidone	3358
Etoperidone	148
Etoperidone	1129
Etoperidone	147
Etoperidone	3356
Etoperidone	146
Etoperidone	1813
Etoperidone	1132
Etoperidone	151
Etoperidone	152
Etoperidone	1128
Etoperidone	1131
Etoperidone	1133
Etoposide	7153
Etoposide	7155
Etoricoxib	5743
Etorphine	10206
Etorphine	5443
Etorphine	4988
Etorphine	4986
Etorphine	4987
Etorphine	4985
Etranacogene dezaparvovec	2158
Etrasimod	8698
Etrasimod	53637
Etrasimod	1901
Etravirine	155348
Etretinate	5914
Etretinate	6256
Etretinate	6257
Etretinate	6258
Etretinate	5916
Etretinate	5915
Etrolizumab	3695
Etrumadenant	136
Etrumadenant	135
Eucalyptol	79054
Eugenol	2100
Eugenol	4129
Eugenol	162514
Eugenol	2099
Eugenol	367
Evacetrapib	1071
Evans blue	213
Evatanepag	5732
Everolimus	2475
Evinacumab	27329
Evobrutinib	695
Evodenoson	135
Evogliptin	1803
Evolocumab	255738
Exatecan	7150
Exemestane	1588
Exenatide	2740
Exicorilant	2908
Exisulind	5144
Exisulind	2950
Exisulind	8654
Exisulind	5143
Exisulind	231
Exisulind	5138
Exisulind	57016
Ezatiostat	2950
Ezetimibe	29881
Ezetimibe	6646
Ezetimibe	290
Ezogabine	56479
Ezogabine	9132
Ezogabine	3785
Ezogabine	3786
Ezutromid	7402
F-15599	3350
FK352B	134
FLX475	1233
FR117016	100
FR221647	100
FR230513	100
FR236913	100
FR239087	100
FX06	1003
Facinicline	89832
Fadrozole	1584
Fadrozole	1588
Falnidamol	1956
Famciclovir	2703462
Famitinib	5159
Famitinib	5156
Famitinib	2324
Famitinib	2321
Famitinib	3791
Famitinib	3815
Famitinib	2322
Famotidine	3274
Farampator	2890
Farglitazar	5468
Faricimab	7422
Faricimab	285
Farletuzumab	2348
Farnesol	4129
Farnesol	9971
Farnesyl diphosphate	3845
Farnesyl diphosphate	9453
Farnesyl diphosphate	2222
Farnesyl diphosphate	2339
Farnesyl diphosphate	887097
Farnesyl diphosphate	944874
Farnesyl diphosphate	5876
Farnesyl diphosphate	5875
Farnesyl diphosphate	2224
Farnesyl diphosphate	2342
Farnesyl thiopyrophosphate	944874
Farnesyl thiopyrophosphate	9453
Farnesyl thiopyrophosphate	4598
Faropenem	947691
Faropenem medoxomil	913535
Fasiglifam	2864
Fasinumab	4803
Fasitibant	624
Fasudil	9475
Fasudil	6093
Fasudil	5569
Fasudil	5566
FavId	1441
Favipiravir	888164
Favipiravir	888177
Febuxostat	7498
Fedovapagon	554
Fedratinib	2322
Fedratinib	3716
Fedratinib	3717
Felbamate	2904
Felbamate	2903
Felbinac	1514
Felbinac	5743
Felbinac	5742
Felcisetrag	3360
Felodipine	779
Felodipine	775
Felodipine	8912
Felodipine	781
Felodipine	776
Felodipine	5153
Felodipine	783
Felodipine	5136
Felodipine	7125
Felodipine	9254
Felodipine	4306
Felodipine	808
Felodipine	7134
Felypressin	552
Fenbufen	5742
Fenbufen	5743
Fencamfamin	6531
Fencamfamin	1813
Fendiline	3357
Fenebrutinib	695
Fenfluramine	3356
Fenfluramine	3352
Fenfluramine	3358
Fenfluramine	3357
Fenfluramine	3350
Fenfluramine	10280
Fenfluramine	6532
Fenobam	2915
Fenofibrate	64386
Fenofibrate	5465
Fenofibrate	8856
Fenofibric acid	8856
Fenofibric acid	2168
Fenofibric acid	5468
Fenofibric acid	5467
Fenofibric acid	5465
Fenofibric acid	64386
Fenoldopam	1812
Fenoldopam	152
Fenoldopam	146
Fenoldopam	1816
Fenoldopam	151
Fenoldopam	150
Fenoldopam	148
Fenoldopam	147
Fenoprofen	5743
Fenoprofen	5468
Fenoprofen	5742
Fenoprofen	5465
Fenoterol	154
Fenoterol	153
Fenoterol	155
Fenoxaprop-ethyl	4846
Fenoxaprop-ethyl	4843
Fentanyl	4986
Fentanyl	4985
Fentanyl	4988
Fentanyl	5243
Ferric cation	7037
Ferric cation	947510
Ferric derisomaltose	7036
Ferric derisomaltose	3040
Ferric derisomaltose	7037
Ferric maltol	3690
Ferric maltol	4891
Ferric pyrophosphate	3040
Ferric pyrophosphate	2512
Ferric pyrophosphate	3043
Ferric pyrophosphate citrate	2495
Ferric pyrophosphate citrate	3043
Ferric pyrophosphate citrate	3040
Ferric pyrophosphate citrate	2512
Ferricrocin-iron	944856
Ferroheme	875
Ferroheme	3162
Ferroheme	3040
Ferroheme	240
Ferroheme	5743
Ferroheme	4842
Ferroheme	1576
Ferroheme	4846
Ferroheme	5742
Ferroheme	4843
Ferroheme C	1559
Ferroheme C	51371260
Ferroheme C	882217
Ferroheme C	3718637
Ferroheme C	886402
Ferroheme C	948571
Ferroheme C	54205
Ferrous ascorbate	5423
Ferrous ascorbate	51327
Ferrous ascorbate	7018
Ferrous ascorbate	1356
Ferrous ascorbate	2495
Ferrous ascorbate	2237
Ferrous ascorbate	54583
Ferrous ascorbate	55869
Ferrous ascorbate	2395
Ferrous ascorbate	252969
Ferrous ascorbate	79661
Ferrous ascorbate	7037
Ferrous ascorbate	3040
Ferrous fumarate	2237
Ferrous fumarate	3040
Ferrous fumarate	51327
Ferrous fumarate	5423
Ferrous fumarate	252969
Ferrous fumarate	79661
Ferrous fumarate	55869
Ferrous fumarate	54583
Ferrous fumarate	2495
Ferrous fumarate	7018
Ferrous fumarate	7037
Ferrous fumarate	2395
Ferrous fumarate	1356
Ferrous gluconate	252969
Ferrous gluconate	79661
Ferrous gluconate	51327
Ferrous gluconate	55869
Ferrous gluconate	3040
Ferrous gluconate	2237
Ferrous gluconate	7018
Ferrous gluconate	2495
Ferrous gluconate	7037
Ferrous gluconate	1356
Ferrous gluconate	54583
Ferrous gluconate	2395
Ferrous gluconate	5423
Ferrous glycine sulfate	2495
Ferrous glycine sulfate	252969
Ferrous glycine sulfate	1356
Ferrous glycine sulfate	7018
Ferrous glycine sulfate	5423
Ferrous glycine sulfate	2395
Ferrous glycine sulfate	3040
Ferrous glycine sulfate	54583
Ferrous glycine sulfate	55869
Ferrous glycine sulfate	51327
Ferrous glycine sulfate	7037
Ferrous glycine sulfate	79661
Ferrous glycine sulfate	2237
Ferrous succinate	1356
Ferrous succinate	7037
Ferrous succinate	7018
Ferrous succinate	2495
Ferrous succinate	5423
Ferrous succinate	2237
Ferrous succinate	252969
Ferrous succinate	2395
Ferrous succinate	51327
Ferrous succinate	3040
Ferrous succinate	79661
Ferrous succinate	55869
Ferrous succinate	54583
Ferrous sulfate anhydrous	7037
Ferrous sulfate anhydrous	7036
Ferrous sulfate anhydrous	3040
Ferulic acid	771
Ferulic acid	759
Ferulic acid	23632
Ferulic acid	35804788
Ferulic acid	762
Ferulic acid	760
Ferulic acid	4129
Ferulic acid	768
Ferulic acid	765
Feruloyl Coenzyme A	118881
Fesoterodine	1129
Fesoterodine	1132
Fesoterodine	1131
Fesoterodine	1128
Fesoterodine	1133
Fevipiprant	11251
Fexaramine	9971
Fexofenadine	3269
Fezolinetant	6870
Fialuridine	2703462
Fiboflapon	241
Fibrinolysin	5328
Fibrinolysin	5054
Fica	840
Fidarestat	231
Fidarestat	57016
Figopitant	6869
Filaminast	5142
Filanesib	3832
Filgotinib	3716
Filgrastim	1441
Fimasartan	185
Fimepinostat	5294
Finafloxacin	7153
