DrugID	TargetID
Salsalate	5743
Salsalate	5742
Salvinorin A	4988
Salvinorin A	4985
Salvinorin A	4986
Samidorphan	4988
Samidorphan	4985
Samidorphan	4986
Samuraciclib	1022
Sanglifehrin A	5478
Sapanisertib	2475
Sapitinib	2064
Saprisartan	185
Sapropterin	7054
Sapropterin	4846
Sapropterin	5053
Sapropterin	7166
Saracatinib	6714
Saracatinib	25
Saralasin	186
Saralasin	185
Saredutant	6865
Sargramostim	5553
Sargramostim	3563
Sargramostim	1439
Sargramostim	1438
Sargramostim	6383
Sarilumab	2215
Sarilumab	2213
Sarilumab	2214
Sarilumab	2212
Sarilumab	2209
Sarilumab	3570
Sarizotan	3350
Sarizotan	1813
Sarizotan	1814
Sarpogrelate	3358
Sarpogrelate	3356
Satavaptan	554
Satralizumab	3570
Savolitinib	4233
Saxagliptin	1803
Scopolamine	6476
Scopolamine	1141
Scopolamine	1131
Scopolamine	1128
Scopolamine	1129
Scopolamine	1137
Scopolamine	1132
Scopolamine	1133
Scriptaid	3065
Se-Ethyl-Isoselenourea	4846
Sebacic acid	3043
Sebacic acid	3040
Seclidemstat	23028
Secobarbital	2555
Secobarbital	2905
Secobarbital	2557
Secobarbital	1137
Secobarbital	2906
Secobarbital	2559
Secobarbital	116444
Secobarbital	2554
Secobarbital	2898
Secobarbital	2558
Secobarbital	2902
Secobarbital	2556
Secobarbital	89832
Secobarbital	2904
Secobarbital	2903
Secobarbital	2891
Secobarbital	116443
Secretin human	6344
Secukinumab	3605
Segesterone acetate	2908
Segesterone acetate	367
Segesterone acetate	5241
Seladelpar	5467
Selatogrel	64805
Selegiline	4128
Selegiline	6869
Selegiline	4129
Selenazole-4-carboxyamide-adenine dinucleotide	3615
Selenocysteine	4830
Selenocysteine	948584
Selenocysteine	820
Selenocysteine	946185
Selepressin	552
Seletracetam	2743
Seletracetam	9900
Seletracetam	774
Seletracetam	2741
Selexipag	5739
Selgantolimod	51311
Seliciclib	1022
Seliciclib	1025
Seliciclib	983
Seliciclib	5594
Seliciclib	5595
Seliciclib	1454
Seliciclib	1017
Selinexor	7514
Selisistat	23411
Selitrectinib	4914
Selodenoson	134
Selonsertib	4217
Selpercatinib	2324
Selpercatinib	2321
Selpercatinib	2263
Selpercatinib	2260
Selpercatinib	5979
Selpercatinib	2261
Selumetinib	5604
Selumetinib	5605
Semagacestat	5663
Semagacestat	83464
Semagacestat	51107
Semagacestat	55851
Semagacestat	23385
Semaglutide	2740
Semapimod	5894
Semaxanib	5979
Semaxanib	3815
Semaxanib	3791
Semaxanib	5159
Semaxanib	4352
Semaxanib	5156
Semaxanib	196
Semaxanib	2321
Semaxanib	2260
Senicapoc	3783
Sennosides	360
Seocalcitol	7421
Seproxetine	6530
Seproxetine	6532
Seproxetine	6531
Serabelisib	5290
Seractide acetate	4158
Seratrodast	6915
Serdemetan	4193
Serdexmethylphenidate	3350
Serdexmethylphenidate	6531
Serdexmethylphenidate	6530
Serine	6301
Serine	189
Serine	9517
Serine	10993
Serine	63826
Serine	10558
Serine	875
Serine vanadate	945041
Serine-3'-aminoadenosine	93775932
Serlopitant	6869
Sermorelin	2692
Serotonin	6571
Serotonin	3350
Serotonin	3359
Serotonin	3361
Serotonin	3358
Serotonin	3351
Serotonin	6532
Serotonin	140
Serotonin	3352
Serotonin	3357
Serotonin	3360
Serotonin	3363
Serotonin	9177
Serotonin	3356
Serotonin	3362
Sertaconazole	3641571
Sertindole	148
Sertindole	3362
Sertindole	147
Sertindole	3358
Sertindole	3356
Sertindole	1813
Sertindole	146
Sertindole	3757
Sertraline	6532
Sertraline	6530
Sertraline	10857
Sertraline	222962
Sertraline	6531
Sertraline	10280
Setanaxib	50507
Setipiprant	11251
Setipiprant	5729
Setiptiline	285242
Setiptiline	3357
Setiptiline	200909
Setiptiline	170572
Setiptiline	3359
Setiptiline	3354
Setiptiline	3362
Setiptiline	3363
Setiptiline	3355
Setiptiline	3360
Setiptiline	3358
Setiptiline	152
Setiptiline	3356
Setiptiline	151
Setiptiline	150
Setiptiline	3352
Setiptiline	3351
Setiptiline	3350
Setiptiline	9177
Setmelanotide	4160
Setogepram	2864
Setogepram	53831
Seviteronel	1586
Sevoflurane	2890
Sevoflurane	2555
Sevoflurane	2561
Sevoflurane	2557
Sevoflurane	79714
Sevoflurane	2564
Sevoflurane	2565
Sevoflurane	491
Sevoflurane	2559
Sevoflurane	492
Sevoflurane	2556
Sevoflurane	2563
Sevoflurane	27032
Sevoflurane	2558
Sevoflurane	487
Sevoflurane	55879
Sevoflurane	2568
Sevoflurane	2741
Sevoflurane	2567
Sevoflurane	490
Sevoflurane	2566
Sevoflurane	2560
Sevoflurane	4535
Sevoflurane	493
Sevoflurane	2554
Sevoflurane	488
Sevoflurane	2562
Sevoflurane	9914
Shikimate-3-Phosphate	945528
Sibrotuzumab	2191
Sibutramine	6530
Sibutramine	6532
Sibutramine	6531
Sifalimumab	3440
Silatecan	7150
Sildenafil	8654
Sildenafil	710
Sildenafil	4953
Sildenafil	5148
Sildenafil	29126
Sildenafil	5149
Silicon dioxide	8685
Silmitasertib	1457
Silodosin	146
Silodosin	90134
Silodosin	148
Silodosin	147
Silodosin	3757
Silodosin	81033
Siltuximab	3569
Silver	213
Silver	4520
Silver	4502
Silver	645745
Silver	9633
Silver	4494
Silver	4489
Silver	4501
Silver	4499
Silver	4490
Silver	4493
Silver	4504
Silver	4495
Silver	2
Silver	4496
Silver	84560
Silver	1356
Silver sulfadiazine	947691
Simoctocog alfa	7450
Simufilam	2316
Simurosertib	8317
Simvastatin	3066
Simvastatin	3683
Simvastatin	3156
Sinapoyl coenzyme A	118881
Sincalide	886
Sincalide	887
Sintilimab	5133
Siplizumab	914
Sipoglitazar	5468
Sipoglitazar	5465
Siponimod	53637
Siponimod	1901
Sipuleucel-T	55
Siramesine	146
Siramesine	148
Siramesine	147
Siremadlin	4193
Siremadlin	7157
Siroheme	947231
Sirolimus	2475
Sitagliptin	1803
Sitaxentan	1910
Sitaxentan	1909
Sitravatinib	5979
Sitravatinib	4233
Sitravatinib	2324
Sitravatinib	3791
Sivelestat	1991
Sivelestat	1990
Sobetirome	7068
Sobetirome	1128
Sodelglitazar	5468
Sodelglitazar	5467
Sodelglitazar	5465
Sodium bicarbonate	8912
Sodium bicarbonate	3752
Sodium carbonate	760
Sodium carbonate	759
Sodium carbonate	762
Sodium carbonate	768
Sodium citrate	762
Sodium ferric gluconate complex	2512
Sodium ferric gluconate complex	3043
Sodium ferric gluconate complex	3040
Sodium lauryl sulfate	213
Sodium oxybate	2550
Sodium oxybate	79581
Sodium oxybate	9568
Sodium phosphate, dibasic	762
Sodium stibogluconate	7150
Sodium tetradecyl sulfate	5627
Sodium tetradecyl sulfate	5624
Sofinicline	1137
Sofinicline	1141
Sofpironium	1131
Sofpironium	1132
Sofpironium	1133
Sofpironium	1129
Sofpironium	1128
Solabegron	155
Solifenacin	1129
Solifenacin	1131
Solifenacin	1128
Solifenacin	1133
Solifenacin	1132
Solriamfetol	6531
Solriamfetol	6530
Somapacitan	2690
Somatostatin	4988
Somatostatin	6751
Somatostatin	6752
Somatostatin	4985
Somatostatin	6753
Somatostatin	6754
Somatostatin	6755
Somatotropin	2690
Somatotropin	5618
Somatrem	3480
Somatrem	2690
Somatrogon	2690
Soneclosan	886523
Sonedenoson	135
Sonidegib	6608
Sonolisib	5294
Soraphen A	32
Soraprazan	495
Soraprazan	496
Sorbinil	231
Sotagliflozin	6524
Sotagliflozin	6523
Sotalol	3757
Sotalol	154
Sotalol	153
Sotatercept	91
Sotatercept	92
Sotatercept	10220
Sotatercept	2660
Soticlestat	10858
Sotorasib	3845
Sotrastaurin	5588
Sotrastaurin	5578
Sotrastaurin	5579
Sotrovimab	43740568
Soybean oil	5465
Sp-722	3643463
Sp-722	949035
Spaglumic acid	2346
Sparfloxacin	7153
Sparfosic acid	93777579
Sparfosic acid	790
Sparsentan	186
Sparsentan	1909
Sparsentan	185
Spartalizumab	5133
Spebrutinib	695
Spectinomycin	98390450
Spermidine	945682
Spermidine	153
Spermidine	7296
Spermidine	154
Spermine	54498
Spermine	2903
Spermine	153
Spermine	2902
Spermine	765
Spermine	762
Spermine	6611
Spermine	23632
Spermine	768
Spermine	846
Spermine	154
Spermine	4953
Spesolimab	8808
Sphingosine	919920
Sphingosine	9468
Sphingosine	51228
Sphingosine	5817
Sphingosine	1461213
Sphinxolide B	58
Spinosad	89832
Spiperone	3350
Spiperone	3362
Spiperone	1813
Spiperone	3363
Spiperone	1814
Spiperone	3356
Spiperone	148
Spiperone	1815
Spiradoline	4986
Spirapril	1636
Spironolactone	784
Spironolactone	2100
Spironolactone	775
Spironolactone	779
Spironolactone	783
Spironolactone	782
Spironolactone	776
Spironolactone	778
Spironolactone	4306
Spironolactone	773
Spironolactone	785
Spironolactone	2908
Spironolactone	2099
Spironolactone	367
Spironolactone	5241
Spironolactone	8856
Squalamine	7422
Squalamine	2247
Squalamine	5154
Squalamine	7423
Squalamine	2277
Squalamine	7424
Sri-9439	64146
Sri-9439	1719
Sri-9662	64146
Sri-9662	1719
Stamulumab	2660
Stannsoporfin	3162
Stannsoporfin	3163
Stanolone	4306
Stanolone	367
Stanolone	3292
Stanolone	2099
Stanolone acetate	3292
Stanolone acetate	367
Stanolone acetate	2099
Stanolone acetate	4306
Stanozolol	367
Staurosporine	5579
Staurosporine	5578
Staurosporine	1128
Staurosporine	5292
Staurosporine	5581
Staurosporine	3932
Staurosporine	5582
Staurosporine	5170
Staurosporine	3551
Staurosporine	1445
Staurosporine	3702
Staurosporine	2932
Staurosporine	5584
Staurosporine	5588
Staurosporine	5590
Staurosporine	6850
Staurosporine	5294
Staurosporine	5580
Staurosporine	9261
Staurosporine	7535
Staurosporine	1017
Stavudine triphosphate	4830
Stearic acid	5465
Stearic acid	26279
Stiripentol	2564
Stiripentol	2563
Stiripentol	55879
Stiripentol	3939
Stiripentol	2562
Stiripentol	2567
Stiripentol	2565
Stiripentol	2559
Stiripentol	2568
Stiripentol	3945
Stiripentol	2566
Stiripentol	2561
Stiripentol	2555
Stiripentol	2560
Stiripentol	2556
Stiripentol	2558
Stiripentol	2554
Stiripentol	2557
Streptokinase	5340
Streptokinase	2149
Streptomycin	98390450
Streptomycin	23569
Streptozocin	6514
Streptozocin	60925570
Streptozocin	10724
Strychnine	2741
Strychnine	2742
Strychnine	8001
Strychnine	2743
Substance P	6869
Succinic acid	56670
Succinic acid	7915
Succinobucol	7412
Succinylcholine	8973
Succinylcholine	57053
Succinylcholine	89832
Succinylcholine	1129
Succinylcholine	1135
Succinylcholine	1142
Succinylcholine	55584
Succinylcholine	1136
Succinylcholine	1143
Succinylcholine	1138
Succinylcholine	1131
Succinylcholine	1141
Succinylcholine	1137
Sucralfate	5222
Sucralfate	2247
Sucralfate	2266
Sucralfate	2244
Sucralfate	2243
Sucralfate	1950
Sucrose	80834
Sucrose	4069
Sucrose	51493
Sucrose	948669
Sucrose	58
Sucrose	475
Sucrose	936413
Sucrosofate	2263
Sucrosofate	2246
Sufentanil	4988
Sufentanil	4986
Sufentanil	4985
Sufugolix	2798
Sulconazole	2887532
Sulfacetamide	947691
Sulfacetamide	855465
Sulfacetamide	93757120
Sulfacytine	947691
Sulfadiazine	947691
Sulfadoxine	4129
Sulfadoxine	947691
Sulfamerazine	947691
Sulfameter	947691
Sulfamethazine	947691
Sulfamethizole	947691
Sulfamethoxazole	947691
Sulfametopyrazine	947691
Sulfamic Acid 2,3-O-(1-Methylethylidene)-4,5-O-Sulfonyl-Beta-Fructopyranose Ester	760
Sulfanilamide	947691
Sulfaphenazole	947691
Sulfaphenazole	1559
Sulfapyridine	947691
Sulfasalazine	240
Sulfasalazine	5742
Sulfasalazine	5319
Sulfasalazine	38
Sulfasalazine	5743
Sulfasalazine	1147
Sulfasalazine	3551
Sulfasalazine	5971
Sulfasalazine	4790
Sulfasalazine	23657
Sulfasalazine	5966
Sulfasalazine	5970
Sulfasalazine	9429
Sulfasalazine	4791
Sulfasalazine	5468
Sulfate ion	759
Sulfinpyrazone	8856
Sulfinpyrazone	116085
Sulfinpyrazone	4363
Sulfinpyrazone	1244
Sulfisoxazole	947691
Sulindac	5595
Sulindac	57016
Sulindac	5742
Sulindac	5743
Sulindac	231
Sulindac	11251
Sulindac	5467
Sulodexide	462
Sulodexide	3053
Sulopenem etzadroxil	947693
Sulopenem etzadroxil	945222
Sulopenem etzadroxil	945240
Sulopenem etzadroxil	944799
Sulopenem etzadroxil	947907
Sulopenem etzadroxil	944843
Sulopenem etzadroxil	945455
Sulpiride	1814
Sulpiride	1815
Sulpiride	1813
Sulpiride	760
Sulpiride	761
Sulthiame	760
Sumanirole	1814
Sumanirole	1813
Sumanirole	1815
Sumatriptan	3350
Sumatriptan	3352
Sumatriptan	3351
Sumatriptan	3355
Sunitinib	5156
Sunitinib	2322
Sunitinib	5159
Sunitinib	3791
Sunitinib	4233
Sunitinib	1436
Sunitinib	2324
Sunitinib	2321
Sunitinib	3815
Supinoxin	1655
Suprofen	5742
Suprofen	5743
Suramin	6261
Suramin	3707640
Suramin	5029
Suramin	2492
Suramin	23408
Suramin	2147
Suramin	10855
Suramin	5320
Surinabant	1268
Surufatinib	1436
Surufatinib	2324
Surufatinib	3791
Surufatinib	2321
Surufatinib	2260
Susoctocog alfa	7450
Sutimlimab	716
Suvorexant	3061
Suvorexant	3062
Symmetric dimethylarginine	29273551
Synephrine	148
Synephrine	146
Synephrine	147
Synthetic Conjugated Estrogens, A	2099
Synthetic Conjugated Estrogens, B	2099
T-5224	3725
T-62	135
T611	202018
TACRINE(8)-4-AMINOQUINOLINE	43
TERT-BUTYL 2-CYANO-2-METHYLHYDRAZINECARBOXYLATE	1513
TERT-BUTYL 4-({[4-(BUT-2-YN-1-YLAMINO)PHENYL]SULFONYL}METHYL)-4-[(HYDROXYAMINO)CARBONYL]PIPERIDINE-1-CARBOXYLATE	4322
TERT-BUTYL {2-[(1,3-THIAZOL-2-YLAMINO)CARBONYL]PYRIDIN-3-YL}CARBAMATE	23173
TG4010	4582
TG4010	3558
THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [1-(1-AMINO-ISOQUINOLIN-7-YLMETHYL)-2-OXO-PYRROLDIN-3-YL]-AMIDE	2159
THIENO[3,2-B]PYRIDINE-2-SULFONIC ACID [2-OXO-1-(1H-PYRROLO[2,3-C]PYRIDIN-2-YLMETHYL)-PYRROLIDIN-3-YL]-AMIDE	2159
THIOPHENE-2,5-DISULFONIC ACID 2-AMIDE-5-(4-METHYL-BENZYLAMIDE)	760
THYMIDINE-5'-THIOPHOSPHATE	948356
TM30339	5540
TM5614	5054
TMP	948570
TPMPA	200959
TPMPA	2570
TPMPA	2569
TRANS-(1S,2S)-2-AMINO-1,2,3,4-TETRAHYDRONAPHTHALEN-1-OL	5409
TRANS-4-(GUANIDINOMETHYL)-CYCLOHEXANE-L-YL-D-3-CYCLOHEXYLALANYL-L-AZETIDINE-2-YL-D-TYROSINYL-L-HOMOARGININAMIDE	2147
TRC093	1286
TRIAZOLOPYRIMIDINE	1017
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	93452678
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	93450095
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	93450098
TRW3-(2-AMINO-3-HYDROXY-PROPYL)-6-(N'-CYCLOHEXYL-HYDRAZINO)OCTAHYDRO-INDOL-7-OL	93454755
TTP889	2158
Tacedinaline	3065
Tacrine	43
Tacrine	590
Tacrine	1066
Tacrolimus	2280
Tacrolimus	5530
Tadalafil	50940
Tadalafil	8654
Tadalafil	5148
Tafamidis	7276
Tafasitamab	930
Tafluprost	5737
Tagraxofusp	3563
Talabostat	91039
Talabostat	2191
Talabostat	54878
Taladegib	6608
Talampanel	2891
Talampanel	2893
Talampanel	2890
Talampanel	2892
Talarozole	1592
Talarozole	6865
Talazoparib	10038
Talazoparib	142
Talbutal	2568
Talbutal	89832
Talbutal	2554
Talbutal	2566
Talbutal	2562
Talbutal	2558
Talbutal	2556
Talbutal	2560
Talbutal	55879
Talbutal	2891
Talbutal	2555
Talbutal	2561
Talbutal	2557
Talbutal	2563
Talbutal	2564
Talbutal	1137
Talbutal	2559
Talbutal	2565
Talbutal	2567
Talbutal	2898
Talimogene laherparepvec	1437
Tallimustine	3579
Talmapimod	7124
Talmapimod	3553
Talmapimod	1432
Talmapimod	4513
Talnetant	6870
Talniflumate	5743
Talniflumate	1187
Talniflumate	5742
Talotrexin	2348
Talquetamab	919
Talquetamab	55507
Talquetamab	916
Talquetamab	915
Talquetamab	917
Tamatinib	6850
Tamatinib	5979
Tamibarotene	5915
Tamibarotene	5914
Taminadenant	135
Tamnorzatinib	558
Tamnorzatinib	10461
Tamoxifen	6462
Tamoxifen	5584
Tamoxifen	5599
Tamoxifen	5579
Tamoxifen	2099
Tamoxifen	367
Tamoxifen	2100
Tamoxifen	2104
Tamoxifen	5582
Tamoxifen	8856
Tamoxifen	5578
Tamoxifen	5581
Tamoxifen	5590
Tamoxifen	5580
Tamoxifen	10682
Tamoxifen	3757
Tamoxifen	5588
Tamsulosin	146
Tamsulosin	148
Tamsulosin	147
Tanaproget	5241
Tandutinib	80310
Tandutinib	2322
Tanespimycin	3320
Tanespimycin	3326
Tannic acid	55107
Tanomastat	4313
Tanzisertib	5599
Tanzisertib	5601
Tanzisertib	5602
Tapentadol	6530
Tapentadol	6532
Tapentadol	4988
Tapentadol	4985
Tapentadol	4986
Tapinarof	196
Tapotoclax	4170
Taprenepag	5732
Tarafenacin	1131
Taranabant	1268
Tarazepide	886
Tarenflurbil	5663
Tarenflurbil	5664
Tarenflurbil	83464
Tarenflurbil	23385
Tarenflurbil	51107
Tarenflurbil	55851
Tarenflurbil	8517
Taribavirin	5167
Taribavirin	22978
Taribavirin	3614
Tariquidar	5243
Tarlatamab	10683
Tarlatamab	915
Tarlatamab	916
Tarlatamab	917
Tarlatamab	919
Tarloxotinib	1956
Tarloxotinib	2064
Tartronate	10873
Tartronate	4200
Taselisib	5290
Taselisib	5294
Tasimelteon	4544
Tasimelteon	4543
Tasonermin	7132
Tasonermin	7133
Tasosartan	186
Tasosartan	185
Taspoglutide	2740
Tasquinimod	6280
Taurine	2742
Taurine	2558
Taurine	2554
Taurine	2560
Taurine	2562
Taurine	8001
Taurine	2904
Taurine	2741
Taurine	2563
Taurine	2568
Taurine	2556
Taurine	2566
Taurine	2567
Taurine	2565
Taurine	945021
Taurine	2561
Taurine	2555
Taurine	2743
Taurine	2557
Taurine	2550
Taurine	2564
Taurine	2559
Taurine	55879
Taurocholic acid	6555
Taurocholic acid	2172
Taurocholic acid	9971
Taurocholic acid	151306
Taurocholic acid	1056
Tauroursodeoxycholic acid	3678
Tavilermide	4914
Tazarotene	5914
Tazarotene	6257
Tazarotene	5915
Tazarotene	5916
Tazemetostat	2145
Tazemetostat	2146
Tebentafusp	6490
Tecadenoson	134
Tecarfarin	79001
Tecastemizole	3269
Tecastemizole	3757
Technetium Tc-99m arcitumomab	634
Technetium Tc-99m ciprofloxacin	7155
Technetium Tc-99m ciprofloxacin	948211
Technetium Tc-99m nofetumomab merpentan	931
Technetium Tc-99m nofetumomab merpentan	4072
Technetium Tc-99m tilmanocept	4360
Teclistamab	917
Teclistamab	608
Teclistamab	916
Teclistamab	915
Teclistamab	919
Tecovirimat	1486573
Tedatioxetine	3358
Teduglutide	9340
Tegafur	7298
Tegafur-uracil	7298
Tegafur-uracil	1806
Tegaserod	3358
Tegaserod	3356
Tegaserod	3357
Tegaserod	3360
Tegoprazan	480
Tegoprazan	486
Tegoprazan	477
Tegoprazan	483
Tegoprazan	478
Tegoprazan	481
Tegoprazan	476
Tegoprazan	482
Telaglenastat	2744
Telaglenastat	27165
Telaprevir	10599
Telaprevir	11309
Telapristone acetate	5241
Telatinib	3791
Telavancin	1394
Telavancin	1136
Telavancin	1135
Telcagepant	796
Telcagepant	797
Telcagepant	10203
Telmisartan	185
Telmisartan	5468
Telotristat ethyl	121278
Telotristat ethyl	7166
Temazepam	2561
Temazepam	55879
Temazepam	2568
Temazepam	2563
Temazepam	2554
Temazepam	2560
Temazepam	2566
Temazepam	2562
Temazepam	2557
Temazepam	2565
Temazepam	2559
Temazepam	2564
Temazepam	2558
Temazepam	2556
Temazepam	2555
Temazepam	2567
Temazepam	706
Temocapril	1636
Tempol	6647
Temsirolimus	2475
Temuterkib	5594
Tenalisib	5293
Tenamfetamine	6532
Tenamfetamine	6530
Tenamfetamine	6531
Tenapanor	6550
Tenecteplase	5340
Teneligliptin	1803
Tenidap	240
Teniposide	7155
Teniposide	7153
Tenocyclidine	2906
Tenocyclidine	116444
Tenocyclidine	89832
Tenocyclidine	2904
Tenocyclidine	2905
Tenocyclidine	2903
Tenocyclidine	116443
Tenoxicam	5743
Tenoxicam	5742
Tepilamide fumarate	4791
Tepilamide fumarate	5966
Tepilamide fumarate	5970
Tepilamide fumarate	4790
Tepilamide fumarate	5971
Teplizumab	916
Tepotinib	11188
Tepotinib	4233
Tepotinib	4544
Tepoxalin	240
Tepoxalin	3565
Teprotumumab	3480
Terameprocol	6667
Terazosin	90134
Terazosin	3757
Terazosin	147
Terazosin	7040
Terazosin	146
Terazosin	81033
Terazosin	148
Terbinafine	6713
Terbinafine	3646509
Terbogrel	6915
Terbutaline	154
Terbutaline	153
Terbutaline	155
Terbutryn	67446989
Terbutryn	67447024
Terbutryn	67446990
Terconazole	3641571
Terfenadine	1129
Terfenadine	1132
Terfenadine	1133
Terfenadine	1128
Terfenadine	1131
Terfenadine	3269
Terfenadine	3757
Teriflunomide	1723
Teriflunomide	3156
Teriparatide	5741
Teriparatide	5745
Terlipressin	552
Terlipressin	554
Terlipressin	553
Terpinen-4-ol	4791
Terpinen-4-ol	248
Terpinen-4-ol	596
Terpinen-4-ol	4790
Terpinen-4-ol	43
Terpinen-4-ol	331
Tert-Butyl(1s)-1-Cyclohexyl-2-Oxoethylcarbamate	1513
Tertatolol	3350
Tertomotide	7015
Tesaglitazar	5468
Tesaglitazar	5465
Tesamorelin	2692
Tesevatinib	2050
Tesevatinib	2064
Tesevatinib	1950
Tesmilifene	5243
Tesmilifene	3269
Tesofensine	6531
Tesofensine	3643
Tesofensine	6532
Tesofensine	6530
Testolactone	1588
Testosterone	4306
Testosterone	2099
Testosterone	367
Testosterone cypionate	367
Testosterone cypionate	2099
Testosterone cypionate	4306
Testosterone enanthate	367
Testosterone enanthate	4306
Testosterone enanthate	2099
Testosterone propionate	367
Testosterone undecanoate	367
Tetanus immune globulin, human	24255210
Tetomilast	5144
Tetra(Imidazole)Diaquacopper (Ii)	878046
Tetra(imidazole)diaquacopper (I)	878046
Tetrabenazine	1813
Tetrabenazine	6571
Tetrabromo-2-Benzotriazole	5600
Tetrabromo-2-Benzotriazole	5594
Tetrabromo-2-Benzotriazole	3932
Tetrabromo-2-Benzotriazole	1432
Tetrabromo-2-Benzotriazole	6446
Tetrabromo-2-Benzotriazole	1111
Tetrabromo-2-Benzotriazole	6198
Tetrabromo-2-Benzotriazole	6093
Tetrabromo-2-Benzotriazole	5562
Tetrabromo-2-Benzotriazole	5604
Tetrabromo-2-Benzotriazole	5599
Tetrabromo-2-Benzotriazole	6300
Tetrabromo-2-Benzotriazole	207
Tetrabromo-2-Benzotriazole	5571
Tetrabromo-2-Benzotriazole	1457
Tetrabromo-2-Benzotriazole	5578
Tetrabromo-2-Benzotriazole	2932
Tetrabromo-2-Benzotriazole	5564
Tetracaine	6332
Tetracaine	6335
Tetracaine	6261
Tetracaine	6334
Tetracaine	11280
Tetracaine	6336
Tetracaine	6326
Tetracaine	6262
Tetracaine	6331
Tetracaine	6329
Tetracaine	6323
Tetracaine	6328
Tetrachlorodecaoxide	10296
Tetrachlorodecaoxide	9332
Tetracosactide	4158
Tetracycline	947802
Tetracycline	97603663
Tetracycline	98390438
Tetracycline	947801
Tetracycline	947846
Tetracycline	5621
Tetracycline	23569
Tetradecyl hydrogen sulfate (ester)	10544
Tetraethylammonium	3781
Tetraethylammonium	343450
Tetraethylammonium	3738
Tetraethylammonium	55584
Tetraethylammonium	3782
Tetraethylammonium	57582
Tetraethylammonium	55244
Tetraethylammonium	3741
Tetraethylammonium	3780
Tetraethylammonium	358
Tetraethylammonium	27345
Tetraethylammonium	16531
Tetraethylammonium	3786
Tetraethylammonium	3736
Tetraferric tricitrate decahydrate	7037
Tetraferric tricitrate decahydrate	947510
Tetrafluoroaluminate Ion	948260
Tetrafluoroaluminate Ion	948464
Tetrafluoroaluminate Ion	2779
Tetrafluoroaluminate Ion	51727
Tetrafluoroaluminate Ion	487
Tetrafluoroaluminate Ion	2770
Tetrafluoroaluminate Ion	79784
Tetrafluoroaluminate Ion	75271015
Tetrafluoroaluminate Ion	4629
Tetrahydrocannabivarin	79054
Tetrahydrocannabivarin	51393
Tetrahydrocannabivarin	8989
Tetrahydrocannabivarin	3350
Tetrahydrocannabivarin	1269
Tetrahydrocannabivarin	162514
Tetrahydrocannabivarin	9290
Tetrahydrocannabivarin	1268
Tetrahydrodeoxyuridine	937885
Tetrahydrofolic acid	6470
Tetrahydrofolic acid	4548
Tetrahydrofolic acid	123263
Tetrahydrofolic acid	4524
Tetrahydrofolic acid	4522
Tetrahydrofolic acid	6472
Tetrahydrofolic acid	471
Tetrahydrofolic acid	275
Tetrahydrofolic acid	10841
Tetrahydrofolic acid	10840
Tetrahydrofolic acid	10797
Tetrahydrogestrinone	367
Tetrahydropalmatine	1813
Tetrahydropalmatine	1812
Tetrahydrouridine	978
Tetramethylammonium	2582
Tetrandrine	5243
Tetrastearoyl cardiolipin	291
Tetrasul	152
Tetrathiomolybdate	351
Tetrazolyl Histidine	4151
Tetryzoline	150
Tetryzoline	147
Tetryzoline	146
Tetryzoline	148
Tetryzoline	151
Tetryzoline	152
Teverelix	2798
Tezacaftor	1080
Tezacitabine	6241
Tezacitabine	6240
Tezampanel	2550
Tezampanel	2897
Tezepelumab	85480
Tezosentan	1909
Tezosentan	1910
Thalidomide	5005
Thalidomide	51185
Thalidomide	5004
Thalidomide	7124
Thenoyltrifluoroacetone	6389
Thenoyltrifluoroacetone	1066
Theobromine	5142
Theobromine	135
Theobromine	4907
Theobromine	134
Theophylline	135
Theophylline	5142
Theophylline	26140
Theophylline	81502
Theophylline	79608
Theophylline	23420
Theophylline	8654
Theophylline	136
Theophylline	8904
Theophylline	3066
Theophylline	134
Theophylline	5141
Theophylline	4907
Theophylline	142
Theophylline	5139
Thiabendazole	948667
Thiacloprid	89832
Thiamine	27010
Thiamine	944834
Thiamine(1+) monophosphate	937316
Thiamylal	2567
Thiamylal	3764
Thiamylal	3767
Thiamylal	2554
Thieno[2,3-B]Pyridine-2-Carboxamidine	5644
Thieno[2,3-B]Pyridine-2-Carboxamidine	5328
Thiethylperazine	1813
Thimerosal	486
Thimerosal	4548
Thimerosal	23657
Thiocitrulline	4843
Thiocolchicoside	2563
Thiocolchicoside	55879
Thiocolchicoside	2567
Thiocolchicoside	2558
Thiocolchicoside	2568
Thiocolchicoside	2565
Thiocolchicoside	2741
Thiocolchicoside	2559
Thiocolchicoside	8600
Thiocolchicoside	2560
Thiocolchicoside	2566
Thiocolchicoside	8001
Thiocolchicoside	2555
Thiocolchicoside	2554
Thiocolchicoside	2556
Thiocolchicoside	2742
Thiocolchicoside	2564
Thiocolchicoside	2562
Thiocolchicoside	2561
Thiocolchicoside	2743
Thiocolchicoside	2557
Thiocoumarin	4843
